# id, cityname, citycode, airportname, airportcode
6255,Mankato,MKT,Regional,MKT
6256,Manley Hot Springs,MLY,Manley Hot Springs,MLY
6257,Manners Creek Station,MFP,Manners Creek Station,MFP
6258,Mannheim,MHG,City Airport,MHG
6259,Manokwari,MKW,Rendani,MKW
6260,Manono,MNO,Manono,MNO
6261,Mansa,MNS,Mansa,MNS
6262,Mansfield,MFD,Lahm Regional,MFD
6263,Manston,MSE,Kent International,MSE
6264,Manta,MEC,Eloy Alfaro Intl,MEC
6265,Manteo,MEO,Dare County Regional,MEO
6266,Manus Island,MAS,Momote,MAS
6267,Manzanillo,MZO,Sierra Maestra,MZO
6268,Manzini,MTS,Matsapha International,MTS
6269,Manzini,MTS,King Mswati III Intl,SHO
6270,Maota,MXS,Maota,MXS
6271,Mapoda,MPF,Mapoda,MPF
6272,Maputo,MPM,International,MPM
6273,Maquinchao,MQD,Maquinchao,MQD
6274,Mar del Plata,MDQ,Astor Piazzola,MDQ
6275,Maraba,MAB,Joao Correa da Rocha,MAB
6276,Maracaibo,MAR,La Chinita Intl,MAR
6277,Maracay,MYC,Mariscal Sucre,MYC
6278,Maradi,MFQ,Maradi,MFQ
6279,Marakei,MZK,Marakei,MZK
6280,Maramuni,MWI,Maramuni,MWI
6281,Marana,MZJ,Pinal Airpark,MZJ
6282,Marathon,MTH,The Florida Keys,MTH
6283,Marawaka,MWG,Marawaka,MWG
6284,Marble Bar,MBB,Marble Bar,MBB
6285,Marble Canyon,MYH,Marble Canyon,MYH
6286,Marcala,MRJ,Marcala,MRJ
6287,Marco Island,MRK,Marco Island,MRK
6288,Mardin,MQM,Mardin,MQM
6289,Mare,MEE,La Roche,MEE
6290,Mareeba,MRG,Mareeba,MRG
6291,Marfa,MRF,Municipal,MRF
6292,Margaret River,MQZ,Margaret River,MQZ
6293,Margaret River Station,MGV,Margaret River Station,MGV
6294,Margarima,MGG,Margarima,MGG
6295,Margate,MGH,Margate,MGH
6296,Marianske Lazne,MKA,Marianske Lazne,MKA
6297,Marib,MYN,Marib,MYN
6298,Maribo,MRW,Lolland Falster,MRW
6299,Maribor,MBX,Edvard Rusjan,MBX
6300,Mariehamn,MHQ,Mariehamn,MHQ
6301,Marietta,MGE,Dobbins ARB,MGE
6302,Marilia,MII,Frank M. Milenkowichi,MII
6303,Marinduque Island,MRQ,Marinduque Island,MRQ
6304,Maringa,MGF,Silvio Name Jr.,MGF
6305,Marion,MNN,Municipal,MNN
6306,Marion,MWA,Williamson County Rgnl,MWA
6307,Marion,MZZ,Municipal,MZZ
6308,Marion Downs,MXD,Marion Downs,MXD
6309,Maripasoula,MPY,Maripasoula,MPY
6310,Mariquita,MQU,Jose Celestino Mutis,MQU
6311,Mariupol,MPW,International,MPW
6312,Marks,MMS,Selfs,MMS
6313,Marla,MRP,Marla,MRP
6314,Marlborough,MXG,Marlborough,MXG
6315,Maron Island,MNP,Maron Island,MNP
6316,Maroua,MVR,Salak,MVR
6317,Marqua,MQE,Marqua,MQE
6318,Marquette,MQT,Sawyer International,MQT
6319,Marseille,MRS,Provence,MRS
6320,Marsh Harbour,MHH,Marsh Harbour,MHH
6321,Marshall,MHL,Memorial Municipal,MHL
6322,Marshall,MLL,Don Hunter Sr.,MLL
6323,Marshall,MML,SW Minnesota Rgnl,MML
6324,Marshalltown,MIW,Municipal,MIW
6325,Marshfield,MFI,Municipal,MFI
6326,Martha\s Vineyard,MVY,Martha\s Vineyard,MVY
6327,Martinsburg,MRB,Eastern W.V. Regional,MRB
6328,Marudi,MUR,Marudi,MUR
6329,Mary,MYP,Mary,MYP
6330,Maryborough,MBH,Maryborough,MBH
6331,Marysville,MYV,Beale AFB,BAB
6332,Marysville,MYV,Yuba County,MYV
6333,Masa,MBV,Masa,MBV
6334,Masada,MTZ,Bar Yehuda,MTZ
6335,Masalembo,MSI,Masalembo,MSI
6336,Masamba,MXB,Andi Jemma,MXB
6337,Masbate,MBT,Moises R. Espinosa,MBT
6338,Mascara,MUW,Ghriss,MUW
6339,Maseru,MSU,Moshoeshoe I Intl,MSU
6340,Mashhad,MHD,Shahid Hashemi Nejad,MHD
6341,Masi-Manimba,MSM,Masi-Manimba,MSM
6342,Masirah,MSH,Air Base,MSH
6343,Mason City,MCW,Municipal,MCW
6344,Massawa,MSW,International,MSW
6345,Massena,MSS,International,MSS
6346,Masterton,MRO,Masterton,MRO
6347,Masvingo,MVZ,Masvingo,MVZ
6348,Matadi,MAT,Tshimpi,MAT
6349,Matagorda Island,MGI,National Wildlife Ref.,MGI
6350,Mataiva,MVT,Mataiva,MVT
6351,Matak,MWK,Tarempa,MWK
6352,Matam,MAX,Ouro Sogui,MAX
6353,Matamata,MTA,Matamata,MTA
6354,Matamoros,MAM,Servando Canales Intl,MAM
6355,Mati,MXI,Imelda R. Marcos,MXI
6356,Mato Grosso,MTG,Mato Grosso,MTG
6357,Matsaile,MSG,Matsaile,MSG
6358,Matsu (Beigan),MFK,Matsu (Beigan),MFK
6359,Matsumoto,MMJ,Matsumoto,MMJ
6360,Matsuyama,MYJ,Matsuyama,MYJ
6361,Matthews Ridge,MWJ,Matthews Ridge,MWJ
6362,Mattoon/Charleston,MTO,Coles County Memorial,MTO
6363,Matupa,MBK,Orlando Villas-Boas,MBK
6364,Maturin,MUN,Jose T. Monagas Intl,MUN
6365,Maues,MBZ,Maues,MBZ
6366,Mauke Island,MUK,Mauke Island,MUK
6367,Maumere,MOF,Fransiskus X. Seda,MOF
6368,Maun,MUB,Maun,MUB
6369,Maupiti,MAU,Maupiti,MAU
6370,Mauritius,MRU,Sir S. Ramgoolam Intl,MRU
6371,Mawlamyine,MNU,Mawlamyine,MNU
6372,May Creek,MYK,May Creek,MYK
6373,May River,MRH,May River,MRH
6374,Mayaguana,MYG,Mayaguana,MYG
6375,Mayaguez,MAZ,Eugenio M. de Hostos,MAZ
6376,Mayfa\ah,MFY,Mayfa\ah,MFY
6377,Mayumba,MYB,Mayumba,MYB
6378,Mazamari,MZA,Manuel Prado,MZA
6379,Mazar-e Sharif,MZR,Mazar-e Sharif,MZR
6380,Mazatlan,MZT,Rafael Buelna Intl,MZT
6381,Mbala,MMQ,Mbala,MMQ
6382,Mbambanakira,MBU,Mbambanakira,MBU
6383,Mbandaka,MDK,Mbandaka,MDK
6384,Mbarara,MBQ,Mbarara,MBQ
6385,Mbeya,MBI,Mbeya,MBI
6386,Mbigou,MBC,Mbigou,MBC
6387,Mbout,MBR,Mbout,MBR
6388,Mbuji-Mayi,MJM,Mbuji-Mayi,MJM
6389,McAlester,MLC,Regional,MLC
6390,McAllen/Mission,MFE,Miller International,MFE
6391,Mcarthur River Mine,MCV,Mcarthur River Mine,MCV
6392,McCall,MYL,Municipal,MYL
6393,McCarthy,MXY,McCarthy,MXY
6394,McComb,MCB,Pike County,MCB
6395,McCook,MCK,Ben Nelson Regional,MCK
6396,McGrath,MCG,McGrath,MCG
6397,McKinley,MCL,National Park,MCL
6398,McPherson,MPR,McPherson,MPR
6399,McRae,MQW,Telfair-Wheeler,MQW
6400,Meadville,MEJ,Port Meadville,MEJ
6401,Mecheria,MZW,Mecheria,MZW
6402,Medan,MES,Kuala Namu,KNO
6403,Medan,MES,Polonia,MES
6404,Medellin,MDE,Enrique Olaya Herrera,EOH
6405,Medellin,MDE,Jose Maria Cordova Int,MDE
6406,Medford,MDF,Taylor County,MDF
6407,Medford,MFR,Rogue Valley Intl,MFR
6408,Medina,MND,Medina,MND
6409,Medouneu,MDV,Medouneu,MDV
6410,Meekatharra,MKR,Meekatharra,MKR
6411,Megeve,MVV,Megeve,MVV
6412,Meghauli,MEY,Meghauli,MEY
6413,Mehamn,MEH,Mehamn,MEH
6414,Meixian,MXZ,Meixian,MXZ
6415,Mejit Island,MJB,Mejit Island,MJB
6416,Mekambo,MKB,Mekambo,MKB
6417,Mekane Selam,MKS,Mekane Selam,MKS
6418,Mekele,MQX,Alula Aba Nega,MQX
6419,Meknes,MEK,Royal AFB,MEK
6420,Mekoryuk,MYU,Mekoryuk,MYU
6421,Melangguane,MNA,Melangguane,MNA
6422,Melbourne,MEL,Avalon,AVV
6423,Melbourne,MEL,Moorabbin,MBW
6424,Melbourne,MEL,Essendon,MEB
6425,Melbourne,MEL,Melbourne Airport,MEL
6426,Melbourne,MLB,International,MLB
6427,Melfa,MFV,Accomack County,MFV
6428,Melfi,MEF,Melfi,MEF
6429,Melilla,MLN,Melilla,MLN
6430,Melinda,MDB,Melinda,MDB
6431,Melo,MLZ,Cerro Largo,MLZ
6432,Memanbetsu,MMB,Memanbetsu,MMB
6433,Memphis,MEM,International,MEM
6434,Mena,MZX,Mena,MZX
6435,Mende,MEN,Brenoux,MEN
6436,Mendez,MZD,Eloy Alfaro Intl,MZD
6437,Mendi,MDU,Mendi,MDU
6438,Mendoza,MDZ,El Plumerillo,MDZ
6439,Menominee,MNM,Menominee-Marinette,MNM
6440,Menorca,MAH,Menorca,MAH
6441,Menyamya,MYX,Menyamya,MYX
6442,Merauke,MKQ,Mopah,MKQ
6443,Merced,MCE,Regional,MCE
6444,Merced,MCE,Castle,MER
6445,Mercedes,MDX,Mercedes,MDX
6446,Meribel,MFX,Meribel,MFX
6447,Merida,MID,M. Crescencio Rejon,MID
6448,Merida,MRD,Alberto Carnevalli,MRD
6449,Meridian,MEI,Regional (Key Field),MEI
6450,Merimbula,MIM,Merimbula,MIM
6451,Merluna,MLV,Merluna,MLV
6452,Merowe,MWE,Merowe,MWE
6453,Mersa Matruh,MUH,Mersa Matruh,MUH
6454,Mersing,MEP,Mersing,MEP
6455,Meselia,MFZ,Meselia,MFZ
6456,Mesquite,MFH,Mesquite,MFH
6457,Messina,MEZ,Messina,MEZ
6458,Metlakatla,MTM,Sea Plane Base,MTM
6459,Metz/Nancy,ETZ,Metz-Frescaty,MZM
6460,Mevang,MVG,Mevang,MVG
6461,Mexicali,MXL,R.Sanchez Taboada Int,MXL
6462,Mexico City,MEX,Atizapan-Jimenez Cantu,AZP
6463,Mexico City,MEX,Benito Juarez Intl,MEX
6464,Mexico City,MEX,Santa Lucia AFB,NLU
6465,Mexico City,MEX,Toluca-A.Lopez Mateos,TLC
6466,Mfuwe,MFU,Mfuwe,MFU
6467,Miami,MIA,International,MIA
6468,Miami,MIA,Sea Plane Base,MPB
6469,Miami,MIA,Opa-locka Executive,OPF
6470,Miami,MIA,Miami Executive,TMB
6471,Miami,MIA,Dade-Collier T&T Apt,TNT
6472,Miami,MIO,Municipal,MIO
6473,Mianwali,MWD,Mianwali,MWD
6474,Mianyang,MIG,Nanjiao,MIG
6475,Michigan City,MGC,Municipal,MGC
6476,Middle Caicos,MDS,Middle Caicos,MDS
6477,Middlemount,MMM,Middlemount,MMM
6478,Middleton Island,MDO,Middleton Island,MDO
6479,Middletown,MWO,Regional (Hook Field),MWO
6480,Midgard,MQG,Midgard,MQG
6481,Midland,MAF,International,MAF
6482,Midland,MAF,Airpark,MDD
6483,Mikkeli,MIK,Mikkeli,MIK
6484,Milan,MIL,Bergamo/Orio al Serio,BGY
6485,Milan,MIL,Linate,LIN
6486,Milan,MIL,Malpensa,MXP
6487,Milan,MIL,Parma,PMF
6488,Mildenhall,MHZ,RAF Station,MHZ
6489,Mildura,MQL,Mildura,MQL
6490,Miles City,MLS,Frank Wiley Field,MLS
6491,Milford,MLF,Municipal,MLF
6492,Milford Sound,MFN,Milford Sound,MFN
6493,Mili Island,MIJ,Mili Island,MIJ
6494,Milingimbi Island,MGT,Milingimbi Island,MGT
6495,Milledgeville,MLJ,Baldwin County,MLJ
6496,Millicent,MLR,Millicent,MLR
6497,Millinocket,MLT,Municipal,MLT
6498,Millville,MIV,Municipal,MIV
6499,Milos,MLO,Milos,MLO
6500,Milwaukee,MKE,General Mitchell Intl,MKE
6501,Milwaukee,MKE,Lawrence J Timmerman,MWC
6502,Minacu,MQH,Minacu,MQH
6503,Minamidaito,MMD,Minamidaito,MMD
6504,Minamitorishima,MUS,Minamitorishima,MUS
6505,Minatitlan,MTT,Coatzacoalcos,MTT
6506,Minden,MEV,Minden-Tahoe,MEV
6507,Mindik,MXK,Mindik,MXK
6508,Mindiptana,MDP,Mindiptana,MDP
6509,Mineral Wells,MWL,Mineral Wells,MWL
6510,Mineralnye Vody,MRV,Mineralnye Vody,MRV
6511,Miners Lake,MRL,Miners Lake,MRL
6512,Minj,MZN,Minj,MZN
6513,Minna,MXJ,Minna,MXJ
6514,Minneapolis/St Paul,MSP,Flying Cloud,FCM
6515,Minneapolis/St Paul,MSP,Crystal,MIC
6516,Minneapolis/St Paul,MSP,International,MSP
6517,Minneapolis/St Paul,MSP,St Paul Downtown Apt,STP
6518,Minnipa,MIN,Minnipa,MIN
6519,Minot,MOT,AFB,MIB
6520,Minot,MOT,International,MOT
6521,Minsk,MSQ,Minsk -1,MHP
6522,Minsk,MSQ,International,MSQ
6523,Minto,MNT,Al Wright,MNT
6524,Minvoul,MVX,Minvoul,MVX
6525,Miquelon,MQC,Miquelon,MQC
6526,Miraflores,MFS,Miraflores,MFS
6527,Miramar,MJR,Miramar,MJR
6528,Miranda Downs,MWY,Miranda Downs,MWY
6529,Miri,MYY,Miri,MYY
6530,Miriti Parana,MIX,Miriti Parana,MIX
6531,Mirny,MJZ,Mirny,MJZ
6532,Mirpur Khas,MPD,Sinhri,MPD
6533,Misawa,MSJ,Misawa,MSJ
6534,Misima Island,MIS,Misima Island,MIS
6535,Miskolc,MCQ,Miskolc,MCQ
6536,Missoula,MSO,International,MSO
6537,Misurata,MRA,Misurata,MRA
6538,Mitchell,MHE,Municipal,MHE
6539,Mitchell,MTQ,Mitchell,MTQ
6540,Mitchell Plateau,MIH,Mitchell Plateau,MIH
6541,Mitiaro Island,MOI,Nukuroa,MOI
6542,Mittiebah,MIY,Mittiebah,MIY
6543,Mitu,MVP,Fabio A. Leon Bentley,MVP
6544,Mitzic,MZC,Mitzic,MZC
6545,Mitzpe Ramon,MIP,Mitzpe Ramon,MIP
6546,Miyakejima,MYE,Miyakejima,MYE
6547,Miyako,MMY,Miyako,MMY
6548,Miyanmin,MPX,Miyanmin,MPX
6549,Mizan Teferi,MTF,Mizan Teferi,MTF
6550,Mkambati,MBM,Mkambati,MBM
6551,Mkuze,MZQ,Mkuze,MZQ
6552,Mmabatho/Mafikeng,MBD,Mmabatho Intl,MBD
6553,Mo i Rana,MQN,Rossvoll,MQN
6554,Moa,MOA,Orestes Acosta,MOA
6555,Moabi,MGX,Moabi,MGX
6556,Moala Island,MFJ,Moala Island,MFJ
6557,Moanda,MFF,Moanda,MFF
6558,Moberly,MBY,Omar N. Bradley,MBY
6559,Mobile,MOB,Downtown Arpt,BFM
6560,Mobile,MOB,Regional,MOB
6561,Mobridge,MBG,Municipal,MBG
6562,Mocimboa da Praia,MZB,Mocimboa da Praia,MZB
6563,Modesto,MOD,City-County,MOD
6564,Moengo,MOJ,Moengo,MOJ
6565,Moenjodaro,MJD,Moenjodaro,MJD
6566,Mogadishu,MGQ,Aden Adde Intl,MGQ
6567,Mogilev,MVQ,Mogilev,MVQ
6568,Mojave,MHV,Mojave,MHV
6569,Mokhotlong,MKH,Mokhotlong,MKH
6570,Moki,MJJ,Moki,MJJ
6571,Molde,MOL,Aro,MOL
6572,Moline,MLI,Quad City Intl,MLI
6573,Moma,MMW,Moma,MMW
6574,Mombasa,MBA,Moi International,MBA
6575,Momeik,MOE,Momeik,MOE
6576,Mompos,MMP,San Bernardo,MMP
6577,Monahans,MIF,Roy Hurd Memorial,MIF
6578,Monastir,MIR,Habib Bourguiba Intl,MIR
6579,Monbetsu,MBE,Monbetsu,MBE
6580,Mondulkiri,MWV,Mondulkiri,MWV
6581,Monfort,MFB,Monfort,MFB
6582,Mong Hsat,MOG,Mong Hsat,MOG
6583,Mong Ton,MGK,Mong Ton,MGK
6584,Mongo,MVO,Mongo,MVO
6585,Mongu,MNR,Mongu,MNR
6586,Monkey Bay,MYZ,Monkey Bay,MYZ
6587,Monkey Mia,MJK,Shark Bay,MJK
6588,Monkey Mountain,MYM,Monkey Mountain,MYM
6589,Mono Island,MNY,Mono Island,MNY
6590,Monroe,MLU,Regional,MLU
6591,Monroeville,MVC,Monroe County,MVC
6592,Monrovia,MLW,Spriggs Payne,MLW
6593,Monrovia,MLW,Roberts Intl,ROB
6594,Montauk,MTP,Montauk,MTP
6595,Monte Alegre,MTE,Monte Alegre,MTE
6596,Monte Caseros,MCS,Monte Caseros,MCS
6597,Monte Dourado,MEU,Serra do Areao,MEU
6598,Monteagudo,MHW,Monteagudo,MHW
6599,Montego Bay,MBJ,Sangster Intl,MBJ
6600,Montelibano,MTB,Montelibano,MTB
6601,Montepuez,MTU,Montepuez,MTU
6602,Monterey/Carmel,MRY,Monterey Regional,MRY
6603,Monterey/Carmel,MRY,Marina Municipal,OAR
6604,Monteria,MTR,Los Garzones,MTR
6605,Monterrey,MOY,Monterrey,MOY
6606,Monterrey,MTY,Mariano Escobedo Intl,MTY
6607,Monterrey,MTY,Del Norte Intl,NTR
6608,Montes Claros,MOC,Mario Ribeiro,MOC
6609,Montevideo,MVD,Carrasco,MVD
6610,Montevideo,MVE,Chippewa County,MVE
6611,Montgomery,MGJ,Orange County,MGJ
6612,Montgomery,MGM,Regional-Dannelly Fld,MGM
6613,Montgomery,MGM,Maxwell AFB,MXF
6614,Monticello,MSV,Sullivan County Intl,MSV
6615,Monticello,MXC,Monticello,MXC
6616,Monticello,MXO,Regional,MXO
6617,Montlucon,MCU,Gueret,MCU
6618,Monto,MNQ,Monto,MNQ
6619,Montpelier,MPV,Edward F. Knapp State,MPV
6620,Montpellier,MPL,Mediterranee,MPL
6621,Montrose,MTJ,Regional,MTJ
6622,Montserrat,MNI,John A. Osborne,MNI
6623,Moolawatana,MWT,Moolawatana,MWT
6624,Moomba,MOO,Moomba,MOO
6625,Moorea,MOZ,Temae,MOZ
6626,Mopti,MZI,Ambodedjo,MZI
6627,Mora,MXX,Siljan,MXX
6628,Moranbah,MOV,Moranbah,MOV
6629,Morawa,MWB,Morawa,MWB
6630,Moree,MRZ,Moree,MRZ
6631,Morehead,MHY,Morehead,MHY
6632,Morelia,MLM,F.J. Mujica Intl,MLM
6633,Moreton,MET,Moreton,MET
6634,Morganton,MRN,Foothills Regional,MRN
6635,Morgantown,MGW,Municipal,MGW
6636,Morichal,MHF,Morichal,MHF
6637,Morlaix,MXN,Ploujean,MXN
6638,Moro,MXH,Moro,MXH
6639,Moroak,MRT,Moroak,MRT
6640,Morombe,MXM,Morombe,MXM
6641,Moron,MXV,Moron,MXV
6642,Morondava,MOQ,Morondava,MOQ
6643,Morrilton,MPJ,Petit Jean Park,MPJ
6644,Morris,MOX,Municipal,MOX
6645,Morristown,MMU,Municipal,MMU
6646,Morristown,MOR,Moore-Murrell,MOR
6647,Morrisville/Stowe,MVL,State,MVL
6648,Moruya,MYA,Moruya,MYA
6649,Moscow,MOW,Domodedovo,DME
6650,Moscow,MOW,Sheremetyevo,SVO
6651,Moscow,MOW,Vnukovo,VKO
6652,Moses Lake,MWH,Grant County Intl,MWH
6653,Moses Point,MOS,Moses Point,MOS
6654,Mosjoen,MJF,Kjaerstad,MJF
6655,Mosquera,MQR,Mosquera,MQR
6656,Mossel Bay,MZY,Mossel Bay,MZY
6657,Mossendjo,MSX,Mossendjo,MSX
6658,Mossoro,MVF,Dix-Sept Rosado,MVF
6659,Mostaganem,MQV,Mostaganem,MQV
6660,Mosteiros,MTI,Mosteiros,MTI
6661,Mota Lava Island,MTV,Mota Lava Island,MTV
6662,Motswari,MWR,Motswari,MWR
6663,Motueka,MZP,Motueka,MZP
6664,Moucha Island,MHI,Moucha Island,MHI
6665,Moudjeria,MOM,Letfotar,MOM
6666,Mouila,MJL,Mouila-Ville,MJL
6667,Moultrie,MGR,Municipal,MGR
6668,Moultrie,MGR,Spence,MUL
6669,Moundou,MQQ,Moundou,MQQ
6670,Mount Barnett,MBN,Mount Barnett,MBN
6671,Mount Buffalo,MBF,Porepunkah,MBF
6672,Mount Cavenagh,MKV,Mount Cavenagh,MKV
6673,Mount Clemens,MTC,Selfridge ANGB,MTC
6674,Mount Cook,MON,Glentanner,GTN
6675,Mount Cook,MON,Mount Cook Airport,MON
6676,Mount Cook,MON,Pukaki (Twizel),TWZ
6677,Mount Etjo,MJO,Mount Etjo,MJO
6678,Mount Gambier,MGB,Mount Gambier,MGB
6679,Mount Hotham,MHU,Mount Hotham,MHU
6680,Mount House,MHO,Mount House,MHO
6681,Mount Magnet,MMG,Mount Magnet,MMG
6682,Mount Pleasant,MOP,Municipal,MOP
6683,Mount Pleasant,MPN,RAF Station,MPN
6684,Mount Pleasant,MPS,Regional,MPS
6685,Mount Pleasant,MPZ,Municipal,MPZ
6686,Mount Pleasant,MSD,Mount Pleasant,MSD
6687,Mount Pocono,MPO,Pocono Mountains Muni,MPO
6688,Mount Sandford Station,MTD,Mount Sandford Station,MTD
6689,Mount Shasta,MHS,Dunsmuir Municipal,MHS
6690,Mount Swan,MSF,Mount Swan,MSF
6691,Mount Valley,MNV,Mount Valley,MNV
6692,Mount Vernon,MVN,Mount Vernon,MVN
6693,Mountain Home,MUO,AFB,MUO
6694,Mountain Village,MOU,Mountain Village,MOU
6695,Mouyondzi,MUY,Mouyondzi,MUY
6696,Moyobamba,MBP,Moyobamba,MBP
6697,Mtwara,MYW,Mtwara,MYW
6698,Muan,MWX,International,MWX
6699,Muanda,MNB,Muanda,MNB
6700,Muccan Station,MUQ,Muccan Station,MUQ
6701,Mucuri,MVS,Mucuri,MVS
6702,Mudanjiang,MDG,Hailang,MDG
6703,Mueda,MUD,Mueda,MUD
6704,Mui,MUJ,Mui,MUJ
6705,Mukah,MKM,Mukah,MKM
6706,Muko-Muko,MPC,Muko-Muko,MPC
6707,Mulatupo,MPP,Mulatupo,MPP
6708,Mulege,MUG,Mulege,MUG
6709,Mulga Park,MUP,Mulga Park,MUP
6710,Mulhouse/Basel,EAP,EuroAirport French FR,MLH
6711,Mulka,MVK,Mulka,MVK
6712,Mullen,MHN,Hooker County,MHN
6713,Mullewa,MXU,Mullewa,MXU
6714,Multan,MUX,International,MUX
6715,Mulu,MZV,Mulu,MZV
6716,Muncie,MIE,Delaware County Rgnl,MIE
6717,Munda,MUA,Munda,MUA
6718,Munduku,MDM,Munduku,MDM
6719,Mungeranie,MNE,Mungeranie,MNE
6720,Munich,MUC,Augsburg Airport,AGB
6721,Munich,MUC,International,MUC
6722,Murcia,MJV,San Javier,MJV
6723,Murmansk,MMK,Murmansk,MMK
6724,Murray Island,MYI,Murray Island,MYI
6725,Mus,MSR,Mus,MSR
6726,Musanaa,MNH,Musanaa,MNH
6727,Muscat,MCT,International,MCT
6728,Muscatine,MUT,Municipal,MUT
6729,Muscle Shoals/Florence,MSL,Northwest Alabama Rgnl,MSL
6730,Musgrave,MVU,Musgrave,MVU
6731,Muskegon,MKG,Muskegon County,MKG
6732,Muskogee,MKO,Davis Field,MKO
6733,Muskrat Dam,MSA,Muskrat Dam,MSA
6734,Musoma,MUZ,Musoma,MUZ
6735,Mussau Island,MWU,Mussau Island,MWU
6736,Mustique,MQS,Mustique,MQS
6737,Muting,MUF,Muting,MUF
6738,Muzaffarabad,MFG,Muzaffarabad,MFG
6739,Muzaffarpur,MZU,Muzaffarpur,MZU
6740,Mwadui,MWN,Mwadui,MWN
6741,Mwanza,MWZ,Mwanza,MWZ
6742,Mweka,MEW,Mweka,MEW
6743,Myeik,MGZ,Myeik,MGZ
6744,Myitkyina,MYT,Myitkyina,MYT
6745,Myrhorod,MXR,Myrhorod,MXR
6746,Myroodah Station,MYO,Myroodah Station,MYO
6747,Myrtle Beach,MYR,Grand Strand,CRE
6748,Myrtle Beach,MYR,International,MYR
6749,Mysore,MYQ,Mandakalli,MYQ
6750,Mytilini,MJT,Odysseas Elytis,MJT
6751,Myvatn,MVA,Reykjahlid,MVA
6752,Mzamba,MZF,Wild Coast Sun,MZF
6753,Nacala,MNC,Nacala,MNC
6754,Namibe,MSZ,Yuri Gagarin,MSZ
6755,Nelspruit,NLP,Kruger Mpumalanga Intl,MQP
6756,New Orleans,MSY,Louis Armstrong Intl,MSY
6757,New Orleans,MSY,NAS JRB/A.Callender,NBG
6758,New Orleans,MSY,Lakefront,NEW
6759,Obo,MKI,Mboki,MKI
6760,Omaha,OMA,Millard,MIQ
6761,Orlando,ORL,International,MCO
6762,Phoenix,PHX,Falcon Field,MSC
6763,Sacramento,SAC,McClellan,MCC
6764,Sacramento,SAC,Mather,MHR
6765,Saginaw/Midland/Bay C.,MBS,MBS Intl,MBS
6766,San Diego,SAN,Montgomery Field,MYF
6767,San Matias,MQK,San Matias,MQK
6768,Sand Island,MDY,Henderson Field,MDY
6769,Shafter,MIT,Minter Field,MIT
6770,Smyrna,MQY,Smyrna,MQY
6771,Stow,MMN,Minute Man Airfield,MMN
6772,Sunshine Coast,MCY,Maroochydore,MCY
6773,Tampa,TPA,MacDill AFB,MCF
6774,Toms River,MJX,Ocean County,MJX
6775,Tripoli,TIP,Mitiga,MJI
6776,Wando Vale,MFL,Mount Full Stop,MFL
6777,Windom,MWM,Municipal,MWM
6778,Afton,NRI,Grand Lake Regional,NRI
6779,Al Najaf,NJF,Al-Ashraf Intl,NJF
6780,Anegada,NGD,Auguste George,NGD
6781,Ankokoambo,NKO,Ankokoambo,NKO
6782,Annai,NAI,Annai,NAI
6783,Annecy,NCY,Meythet,NCY
6784,Annobon,NBN,Annobon,NBN
6785,Arcata/Eureka,ACV,Kneeland,NLN
6786,Atsugi,NJA,NAF,NJA
6787,Bagan/Nyaung-u,NYU,Bagan/Nyaung-u,NYU
6788,Baishan,NBS,Changbaishan,NBS
6789,Banaina,NAF,Banaina,NAF
6790,Banda Island,NDA,Bandaneira,NDA
6791,Barranco Minas,NBB,Barranco Minas,NBB
6792,Beckwourth,NVN,Nervino,NVN
6793,Beeville,NIR,Chase Field Industrial,NIR
6794,Beijing,BJS,Nanyuan,NAY
6795,Bimini,BIM,North Seaplane Base,NSB
6796,Bintuni,NTI,Stenkol,NTI
6797,Brunswick,NHZ,Executive,NHZ
6798,Ceiba,NRR,J. Aponte de la Torre,NRR
6799,Chenega,NCN,Chenega Bay,NCN
6800,Corpus Christi,CRP,NAS (Truax Field),NGP
6801,Corpus Christi,CRP,Cabaniss Field NOLF,NGW
6802,Crows Landing,NRC,Crows Landing,NRC
6803,Daman,NMB,Daman,NMB
6804,Darnley Island,NLF,Darnley Island,NLF
6805,Dubai,DXB,Minhad AB,NHD
6806,Duesseldorf,DUS,Weeze,NRN
6807,En Nahud,NUD,En Nahud,NUD
6808,Enfidha,NBE,Hammamet,NBE
6809,Fallon,NFL,Municipal,FLX
6810,Fallon,NFL,NAS-Van Voorhis Field,NFL
6811,Foley,NHX,Barin NOLF,NHX
6812,Fort McMurray,YMM,Mildred Lake,NML
6813,Gau Island,NGI,Gau Island,NGI
6814,Guantanamo,GAO,Mariana Grajales,NBW
6815,Hatton,NUF,Castlereigh Resrvr SPB,NUF
6816,Huambo,NOV,Albano Machado,NOV
6817,Imperial Beach,NRS,NOLF (Ream Field),NRS
6818,Imperial/El Centro,IPL,El Centro NAF,NJK
6819,Jacksonville,JAX,Whitehouse NOLF,NEN
6820,Jacksonville,JAX,NAS (Towers Field),NIP
6821,Kaneohe,NGF,Kaneohe Bay MCAS,NGF
6822,Kenitra,NNA,Royal AFB,NNA
6823,Key West,EYW,NAS (Boca Chica Field),NQX
6824,Kingsville,NQI,NAS,NQI
6825,Kinshasa,FIH,N\dolo,NLO
6826,Knock,NOC,Ireland West,NOC
6827,Kolo,NKL,Fuma,NKL
6828,Lakehurst,NEL,Maxfield Field,NEL
6829,Lemoore,NLC,NAS (Reeves Field),NLC
6830,Macanal,NAD,Macanal,NAD
