Search results for "S"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Shannon	SNN	International	SNN
Shanshan	SXJ	Shanshan	SXJ
Shantou	SWA	Jieyang Chaoshan	SWA
Sharjah	SHJ	Sharjah	SHJ
Sharm el-Sheikh	SSH	International	SSH
Sharurah	SHW	Sharurah	SHW
Shaw River	SWB	Shaw River	SWB
Shawnee	SNL	Regional	SNL
Shay Gap	SGP	Shay Gap	SGP
Sheboygan	SBM	Sheboygan County Mem.	SBM
Sheep Mountain	SMU	Sheep Mountain	SMU
Sheghnan	SGA	Sheghnan	SGA
Shelby	SBX	Shelby	SBX
Shelbyville	SYI	Municipal-Bomar Field	SYI
Shelton	SHN	Sanderson Field	SHN
Shemya	SYA	Eareckson Air Station	SYA
Shenyang	SHE	Taoxian Intl	SHE
Shenzhen	SZX	Bao'an Intl	SZX
Shepparton	SHT	Shepparton	SHT
Sheridan	SHR	Sheridan County	SHR
Shetland Islands	SDZ	Sumburgh	LSI
Shetland Islands	SDZ	Lerwick/Tingwall	LWK
Shetland Islands	SDZ	Scatsta	SCS
Shetland Islands	SDZ	Metropolitan Area	SDZ
Shihezi	SHF	Huayuan	SHF
Shijiazhuang	SJW	Zhengding Intl	SJW
Shillong	SHL	Barapani	SHL
Shimla	SLV	Shimla	SLV
Shimojishima	SHI	Shimojishima	SHI
Shinyanga	SHY	Ibadakuli	SHY
Shirahama	SHM	Nanki-Shirahama	SHM
Shiraz	SYZ	Shahid Dastghaib Intl	SYZ
Shiringayoc	SYC	Shiringayoc	SYC
Shishmaref	SHH	Shishmaref	SHH
Shonai	SYO	Shonai	SYO
Show Low	SOW	Regional	SOW
Shreveport	SHV	Barksdale AFB	BAD
Shreveport	SHV	Downtown Apt	DTN
Shreveport	SHV	Metropolitan Area	SHV
Shreveport	SHV	Regional	SHV
Shungnak	SHG	Shungnak	SHG
Sialkot	SKT	International	SKT
Sialum	SXA	Sialum	SXA
Siasi	SSV	Siasi	SSV
Siassi	SSS	Siassi	SSS
Siauliai	SQQ	International	SQQ
Sibi	SBQ	Sibi	SBQ
Sibiti	SIB	Sibiti	SIB
Sibiu	SBZ	Sibiu	SBZ
Sibu	SBW	Sibu	SBW
Sidi Barrani	SQK	Sidi Barrani	SQK
Sidi Ifni	SII	Sania Ramel	SII
Sidney	SDY	Richland Municipal	SDY
Sidney	SNY	Municipal	SNY
Sidney	SXY	Municipal	SXY
Siegen	SGE	Siegerland	SGE
Siena	SAY	Ampugnano	SAY
Sierra Grande	SGV	Sierra Grande	SGV
Siglufjordur	SIJ	Siglufjordur	SIJ
Siguanea	SZJ	Siguanea	SZJ
Siirt	SXZ	Siirt	SXZ
Sikeston	SIK	Memorial Municipal	SIK
Sila	SIL	Sila	SIL
Silistra	SLS	Polkovnik-Lambrinovo	SLS
Siloam Springs	SLG	Smith Field	SLG
Silur	SWR	Silur	SWR
Silver City	SVC	Grant County	SVC
Silver Creek	SVK	Silver Creek	SVK
Silver Plains	SSP	Silver Plains	SSP
Sim	SMJ	Sim	SMJ
Simao	SYM	Simao	SYM
Simara	SIF	Simara	SIF
Simbai	SIM	Simbai	SIM
Simenti	SMY	Simenti	SMY
Simferopol	SIP	International	SIP
Sines	SIE	Sines	SIE
Singapore	SIN	Paya Lebar	QPG
Singapore	SIN	Metropolitan Area	SIN
Singapore	SIN	Changi	SIN
Singapore	SIN	Tengah	TGA
Singapore	SIN	Seletar	XSP
Singaua	SGB	Singaua	SGB
Singita Safari Lodge	SSX	Singita Safari Lodge	SSX
Singkep	SIQ	Dabo	SIQ
Singleton	SIX	Singleton	SIX
Sintang	SQG	Susilo	SQG
Sion	SIR	Sion	SIR
Sioux City	SUX	Sioux Gateway	SUX
Sipitang	SPT	Sipitang	SPT
Sirjan	SYJ	Sirjan	SYJ
Sirri Island	SXI	Sirri Island	SXI
Sirte	SRX	Gardabya	SRX
Sishen	SIS	Sishen	SIS
Sissano	SIZ	Sissano	SIZ
Sitiawan	SWY	Sitiawan	SWY
Sitka	SIT	Rocky Gutierrez	SIT
Siuna	SIU	Siuna	SIU
Siwa Oasis	SEW	North	SEW
Siwea	SWE	Siwea	SWE
Skagway	SGY	Skagway	SGY
Skeldon	SKM	Skeldon	SKM
Skelleftea	SFT	Skelleftea	SFT
Skien	SKE	Geiteryggen	SKE
Skikda	SKI	Skikda	SKI
Skive	SQW	Airport	SQW
Skopje	SKP	Alexander the Great	SKP
Skukuza	SZK	Skukuza	SZK
Skwentna	SKW	Skwentna	SKW
Skye	SKL	Broadford	SKL
Skyros	SKU	Skyros	SKU
Sleetmute	SLQ	Sleetmute	SLQ
Sliac	SLD	Sliac	SLD
Sligo	SXL	Airport	SXL
Smara	SMW	Smara	SMW
